Year,StateANSI,OtherStateANSI,InflowReturns,InflowExemptions,InflowAGI
1997,1,55,291,636,9548
1996,1,55,283,574,9810
1995,1,55,279,580,8070
1994,1,55,261,556,6944
1993,1,55,283,619,8561
2011,1,56,72,156,3221
2010,1,56,73,144,2488
2009,1,56,55,102,2465
2008,1,56,70,131,3281
2007,1,56,55,112,2007
2006,1,56,64,137,2475
2005,1,56,68,161,2255
2004,1,56,76,180,3548
2003,1,56,52,100,2240
2002,1,56,48,97,1702
2001,1,56,69,134,2278
2000,1,56,60,127,1689
1999,1,56,65,154,2420
1998,1,56,57,135,1646
1997,1,56,71,155,2078
1996,1,56,62,146,1918
1995,1,56,49,118,1217
1994,1,56,51,115,1455
1993,1,56,49,115,1037
2011,2,1,249,620,11909
2010,2,1,230,534,10033
2009,2,1,177,423,7571
2008,2,1,219,500,9658
2007,2,1,157,396,7000
2006,2,1,187,433,7571
2005,2,1,158,357,6172
2004,2,1,185,419,6327
2003,2,1,178,381,5725
2002,2,1,166,411,6514
2001,2,1,125,275,4369
2000,2,1,161,378,4961
1999,2,1,141,341,4248
1998,2,1,155,375,4180
1997,2,1,155,394,5081
1996,2,1,165,387,4267
1995,2,1,140,327,3761
1994,2,1,221,515,5223
1993,2,1,249,639,6340
2011,2,2,251110,528988,16544184
2010,2,2,246182,518613,15662324
2009,2,2,245092,515097,16363432
2008,2,2,237393,505133,15152856
2007,2,2,227683,490179,13802387
2006,2,2,226280,489608,13057848
2005,2,2,225697,490784,12546470
2004,2,2,220720,482971,11908038
2003,2,2,215850,474222,11530404
2002,2,2,211261,465216,11404252
2001,2,2,207216,460184,11330298
2000,2,2,204026,456384,10656520
1999,2,2,200079,447947,10160128
1998,2,2,195886,441656,9605941
1997,2,2,193237,438866,9075750
1996,2,2,190928,435857,8790010
1995,2,2,188978,433904,7893710
1994,2,2,187220,432213,7629616
1993,2,2,183618,424179,7472048
2011,2,4,542,1035,23086
2010,2,4,520,965,20051
2009,2,4,589,1175,26472
2008,2,4,519,990,20514
2007,2,4,484,891,17470
2006,2,4,522,979,26346
2005,2,4,486,922,17555
2004,2,4,549,1036,18437
2003,2,4,524,1042,18234
2002,2,4,498,984,18214
2001,2,4,458,840,16334
2000,2,4,443,845,14783
1999,2,4,428,790,13687
1998,2,4,472,918,15639
1997,2,4,431,831,12097
1996,2,4,432,849,12153
1995,2,4,430,836,11183
1994,2,4,475,959,12736
1993,2,4,518,1103,13203
2011,2,5,123,243,4484
2010,2,5,119,243,4247
2009,2,5,141,304,5536
2008,2,5,115,238,3820
2007,2,5,126,266,4346
2006,2,5,105,232,3689
2005,2,5,136,291,4664
2004,2,5,144,309,4808
2003,2,5,118,274,3899
2002,2,5,107,230,3239
2001,2,5,115,264,3715
2000,2,5,110,233,2845
1999,2,5,101,198,2698
1998,2,5,118,290,3850
1997,2,5,96,230,2647
1996,2,5,101,242,2608
1995,2,5,114,272,2869
1994,2,5,104,223,2136
1993,2,5,145,321,3156
2011,2,6,1527,2817,55348
2010,2,6,1629,2959,57688
2009,2,6,1626,3207,59576
2008,2,6,1478,2743,57063
2007,2,6,1315,2364,48652
2006,2,6,1394,2507,50287
2005,2,6,1343,2580,48334
2004,2,6,1475,2635,46933
2003,2,6,1415,2557,42211
2002,2,6,1409,2663,47303
2001,2,6,1353,2522,51249
2000,2,6,1388,2627,42600
1999,2,6,1505,2888,49783
1998,2,6,1425,2637,42814
1997,2,6,1596,2995,44347
1996,2,6,1607,3151,44542
1995,2,6,1835,3507,45449
1994,2,6,2163,4277,53926
1993,2,6,2206,4483,56715
2011,2,8,567,1033,23934
2010,2,8,617,1153,26165
2009,2,8,596,1087,26201
2008,2,8,489,900,22726
2007,2,8,464,845,17560
2006,2,8,521,985,22042
2005,2,8,576,1103,24167
2004,2,8,562,1029,21352
2003,2,8,597,1118,20151
2002,2,8,576,1096,21477
2001,2,8,492,940,18757
2000,2,8,458,858,15096
1999,2,8,487,914,15856
1998,2,8,501,926,16290
1997,2,8,524,1060,16362
1996,2,8,575,1178,16219
1995,2,8,511,930,12534
1994,2,8,570,1080,14364
1993,2,8,606,1259,15516
2011,2,9,94,133,3201
2010,2,9,76,105,2196
2009,2,9,54,95,1868
2008,2,9,65,98,2130
2007,2,9,60,77,1526
2006,2,9,63,100,2112
2005,2,9,57,94,1840
2004,2,9,63,79,1867
2003,2,9,66,108,2193
2002,2,9,51,74,1571
2001,2,9,49,70,1483
2000,2,9,51,92,1957
1999,2,9,65,100,1955
1998,2,9,47,76,1160
1997,2,9,74,110,1818
1996,2,9,67,108,1836
1995,2,9,63,95,1569
1994,2,9,69,118,1764
1993,2,9,85,146,1753
2011,2,10,30,64,1505
2010,2,10,33,66,1363
2009,2,10,22,50,1027
2008,2,10,35,71,1189
2007,2,10,30,70,1114
2006,2,10,38,74,1172
2005,2,10,22,56,687
2004,2,10,43,104,1668
2003,2,10,34,76,1076
2002,2,10,31,80,1026
2001,2,10,32,56,829
2000,2,10,23,52,671
1999,2,10,26,57,698
1998,2,10,27,79,573
1997,2,10,18,46,437
1996,2,10,24,48,658
1995,2,10,19,39,388
1994,2,10,35,92,756
1993,2,10,30,86,790
2011,2,11,30,39,1878
2010,2,11,26,48,1458
2009,2,11,22,30,1478
2008,2,11,23,40,1133
2007,2,11,17,24,765
2006,2,11,23,36,860
2005,2,11,20,31,860
2004,2,11,10,29,411
2003,2,11,18,34,821
2002,2,11,20,49,849
2001,2,11,14,29,611
2000,2,11,11,16,529
1999,2,11,15,23,459
1998,2,11,15,30,701
1997,2,11,25,30,652
1996,2,11,18,30,644
1995,2,11,25,43,887
1994,2,11,24,35,694
1993,2,11,26,48,939
2011,2,12,1023,1705,35311
2010,2,12,832,1607,31784
2009,2,12,775,1580,28721
2008,2,12,691,1334,27083
2007,2,12,616,1197,22581
2006,2,12,658,1344,22519
2005,2,12,594,1124,18181
2004,2,12,615,1209,19229
2003,2,12,620,1244,20633
2002,2,12,592,1149,18612
2001,2,12,578,1131,18927
2000,2,12,589,1210,18730
1999,2,12,514,1077,14907
1998,2,12,492,1040,12149
1997,2,12,554,1110,14310
1996,2,12,534,1108,13728
1995,2,12,577,1174,12936
1994,2,12,606,1228,13511
1993,2,12,754,1567,17697
2011,2,13,535,1164,20297
2010,2,13,464,1039,20614
2009,2,13,414,942,15072
2008,2,13,353,750,12759
2007,2,13,384,824,13698
2006,2,13,410,942,14851
2005,2,13,365,849,12283
2004,2,13,374,890,12030
2003,2,13,374,877,11022
2002,2,13,389,906,12982
2001,2,13,359,826,9910
2000,2,13,316,700,13883
1999,2,13,375,887,10360
1998,2,13,342,818,8259
1997,2,13,356,815,8725
1996,2,13,415,958,10916
1995,2,13,312,783,7328
1994,2,13,360,835,8369
1993,2,13,559,1457,13137
2011,2,15,316,625,9708
2010,2,15,300,646,10697
2009,2,15,329,737,13501
2008,2,15,283,605,10611
2007,2,15,360,853,15128
2006,2,15,270,591,8930
2005,2,15,249,469,8842
2004,2,15,248,512,7630
2003,2,15,258,547,6850
2002,2,15,270,561,7831
2001,2,15,219,422,6338
2000,2,15,213,440,6934
1999,2,15,241,520,6765
1998,2,15,212,479,6282
1997,2,15,206,411,5914
1996,2,15,202,419,5885
1995,2,15,218,427,6084
1994,2,15,194,400,5020
1993,2,15,217,434,6148
2011,2,16,352,679,13706
2010,2,16,362,705,13614
2009,2,16,358,751,16471
2008,2,16,323,678,14404
2007,2,16,308,643,12729
2006,2,16,350,711,12121
2005,2,16,325,687,11600
2004,2,16,323,699,11296
2003,2,16,360,765,12600
2002,2,16,347,710,11507
2001,2,16,346,672,11400
2000,2,16,303,592,8708
1999,2,16,357,764,11828
1998,2,16,288,603,8046
1997,2,16,289,599,7890
1996,2,16,305,662,8093
1995,2,16,287,592,8066
1994,2,16,286,602,7808
1993,2,16,283,594,6898
2011,2,17,328,557,12581
2010,2,17,307,552,10375
2009,2,17,250,424,9248
2008,2,17,292,521,10609
2007,2,17,260,423,10506
2006,2,17,254,467,9682
2005,2,17,247,422,15143
2004,2,17,262,487,8372
2003,2,17,245,406,8112
2002,2,17,218,363,7374
2001,2,17,230,376,8344
2000,2,17,218,371,6526
1999,2,17,216,366,5729
1998,2,17,201,365,5490
1997,2,17,235,428,6354
1996,2,17,229,413,5700
1995,2,17,201,357,4971
1994,2,17,272,494,6153
1993,2,17,296,603,6363
2011,2,18,191,329,6642
2010,2,18,166,301,5571
2009,2,18,166,319,7578
2008,2,18,176,330,6777
2007,2,18,159,312,5817
2006,2,18,127,228,3969
2005,2,18,102,185,4526
2004,2,18,138,241,4295
2003,2,18,86,154,2693
2002,2,18,123,217,3498
2001,2,18,102,164,2542
2000,2,18,115,203,4200
1999,2,18,121,215,2989
1998,2,18,116,200,3158
1997,2,18,104,185,2051
1996,2,18,100,179,2356
1995,2,18,110,177,2489
1994,2,18,122,231,2823
1993,2,18,154,302,3226
2011,2,19,108,181,3779
2010,2,19,107,190,3176
2009,2,19,109,212,4359
2008,2,19,99,192,3486
2007,2,19,93,161,2522
2006,2,19,92,137,3778
2005,2,19,97,161,2322
2004,2,19,104,175,2850
2003,2,19,77,124,2000
2002,2,19,97,193,2881
2001,2,19,89,153,2414
2000,2,19,72,141,2185
1999,2,19,80,126,1822
1998,2,19,79,144,1993
1997,2,19,79,132,1750
1996,2,19,81,150,1994
1995,2,19,101,173,2318
1994,2,19,93,157,2194
1993,2,19,94,161,1740
2011,2,20,177,424,7305
2010,2,20,167,382,6194
2009,2,20,173,431,7236
2008,2,20,134,271,6038
2007,2,20,147,370,5894
2006,2,20,167,399,6112
2005,2,20,178,423,7442
2004,2,20,151,341,5133
2003,2,20,130,318,4362
2002,2,20,149,371,5115
2001,2,20,138,316,4736
2000,2,20,104,224,3319
1999,2,20,131,283,3475
1998,2,20,129,305,4101
1997,2,20,136,352,4223
1996,2,20,180,479,5040
1995,2,20,152,364,4313
1994,2,20,158,410,4326
1993,2,20,225,612,6755
2011,2,21,172,424,7860
2010,2,21,173,414,6727
2009,2,21,148,345,9303
2008,2,21,185,447,7857
2007,2,21,136,334,5905
2006,2,21,135,315,4800
2005,2,21,139,331,4224
2004,2,21,157,387,4757
2003,2,21,145,355,4354
2002,2,21,162,420,4917
2001,2,21,140,335,3666
2000,2,21,101,239,3199
1999,2,21,174,463,4405
1998,2,21,136,336,3366
1997,2,21,151,368,3378
1996,2,21,216,554,5275
1995,2,21,142,331,3345
1994,2,21,147,333,3360
1993,2,21,231,604,4661
2011,2,22,180,408,8730
2010,2,22,171,384,7305
2009,2,22,164,400,7664
2008,2,22,137,309,7239
2007,2,22,135,322,6384
2006,2,22,196,419,6809
2005,2,22,154,334,5978
2004,2,22,147,345,5991
2003,2,22,155,368,4984
2002,2,22,194,503,7403
2001,2,22,163,372,6134
2000,2,22,148,322,4447
1999,2,22,196,454,6106
1998,2,22,189,444,6262
1997,2,22,174,405,4505
1996,2,22,200,478,4841
1995,2,22,166,411,5158
1994,2,22,171,400,5003
1993,2,22,205,507,5485
2011,2,23,87,162,4025
2010,2,23,100,183,3572
2009,2,23,98,161,3638
2008,2,23,114,196,4214
2007,2,23,104,165,3480
2006,2,23,82,148,2713
2005,2,23,90,162,2939
2004,2,23,82,132,2796
2003,2,23,80,142,2253
2002,2,23,79,118,2366
2001,2,23,66,114,1818
2000,2,23,82,151,2601
1999,2,23,95,149,2214
1998,2,23,83,148,2587
1997,2,23,72,150,1639
1996,2,23,96,171,2400
1995,2,23,115,214,2586
1994,2,23,113,206,2335
1993,2,23,102,205,2125
2011,2,24,166,364,7414
2010,2,24,153,314,6567
2009,2,24,153,312,6811
2008,2,24,167,318,7116
2007,2,24,177,365,8218
2006,2,24,154,332,7719
2005,2,24,135,276,5852
2004,2,24,166,377,6294
2003,2,24,145,292,5579
2002,2,24,131,281,4354
2001,2,24,116,244,4893
2000,2,24,127,249,4273
1999,2,24,134,273,4517
1998,2,24,150,295,4519
1997,2,24,156,318,4638
1996,2,24,139,288,3877
1995,2,24,155,316,4006
1994,2,24,181,413,4529
1993,2,24,162,377,4685
2011,2,25,140,220,5691
2010,2,25,129,192,4760
2009,2,25,142,232,5939
2008,2,25,126,222,4878
2007,2,25,116,189,3972
2006,2,25,160,263,6550
2005,2,25,97,154,3307
2004,2,25,135,209,4190
2003,2,25,129,202,3623
2002,2,25,136,241,4149
2001,2,25,113,155,3825
2000,2,25,134,209,3838
1999,2,25,105,180,2630
1998,2,25,122,185,3106
1997,2,25,114,220,3194
1996,2,25,138,228,3302
1995,2,25,135,229,3184
1994,2,25,148,251,3201
1993,2,25,202,343,4199
2011,2,26,342,603,13947
2010,2,26,446,788,15222
2009,2,26,391,673,14086
2008,2,26,429,706,15138
2007,2,26,361,628,12177
2006,2,26,303,510,9305
2005,2,26,328,557,9553
2004,2,26,307,535,9112
2003,2,26,287,554,9066
2002,2,26,260,449,7461
2001,2,26,292,488,8671
2000,2,26,239,423,6900
1999,2,26,253,442,6959
1998,2,26,241,416,6290
1997,2,26,256,445,5886
1996,2,26,262,491,6188
1995,2,26,287,485,6063
1994,2,26,344,594,6912
1993,2,26,330,640,7448
2011,2,27,327,530,12854
2010,2,27,341,558,13438
2009,2,27,374,670,13809
2008,2,27,324,549,14915
2007,2,27,330,527,11358
2006,2,27,299,473,10204
2005,2,27,324,536,11124
2004,2,27,332,557,10977
2003,2,27,321,491,9843
2002,2,27,279,477,9366
2001,2,27,244,482,9819
2000,2,27,248,413,6790
1999,2,27,225,371,6777
1998,2,27,276,446,7817
1997,2,27,301,448,7430
1996,2,27,264,412,8672
1995,2,27,276,432,6904
1994,2,27,309,498,7462
1993,2,27,287,484,6168
2011,2,28,94,186,3702
2010,2,28,110,237,4202
2009,2,28,118,242,5087
2008,2,28,94,204,3578
2007,2,28,87,189,3177
2006,2,28,118,267,4841
2005,2,28,112,262,3825
2004,2,28,113,243,3739
2003,2,28,109,198,3706
2002,2,28,109,229,3269
2001,2,28,112,257,3738
2000,2,28,97,230,2784
1999,2,28,115,274,3153
1998,2,28,103,225,2786
1997,2,28,93,201,2120
1996,2,28,101,245,2401
1995,2,28,91,202,2089
1994,2,28,86,208,1997
1993,2,28,108,252,2658
2011,2,29,273,603,10335
2010,2,29,263,606,10039
2009,2,29,236,538,8350
2008,2,29,232,493,7581
2007,2,29,223,478,8898
2006,2,29,218,453,7774
2005,2,29,167,344,5656
2004,2,29,206,426,6649
2003,2,29,205,424,6274
2002,2,29,218,475,7086
2001,2,29,187,381,6193
2000,2,29,151,319,4239
1999,2,29,173,369,4913
1998,2,29,160,327,4056
1997,2,29,171,360,4464
1996,2,29,194,435,5383
1995,2,29,160,381,3623
1994,2,29,213,414,4664
1993,2,29,237,541,4947
2011,2,30,293,523,12404
2010,2,30,338,599,12899
2009,2,30,375,670,15514
2008,2,30,381,716,15962
2007,2,30,310,555,14087
2006,2,30,330,620,13421
2005,2,30,342,609,11905
2004,2,30,321,600,11108
2003,2,30,363,691,14125
2002,2,30,363,624,12198
2001,2,30,367,677,11975
2000,2,30,339,625,10168
1999,2,30,320,606,9876
1998,2,30,338,688,9959
1997,2,30,324,656,9778
1996,2,30,331,693,9569
1995,2,30,289,596,7644
1994,2,30,293,562,6630
1993,2,30,318,666,7694
2011,2,31,124,252,4672
2010,2,31,87,200,3375
2009,2,31,129,283,4924
2008,2,31,100,188,4583
2007,2,31,114,235,4930
2006,2,31,103,212,4257
2005,2,31,92,197,3710
2004,2,31,109,215,4160
2003,2,31,89,182,3416
2002,2,31,91,220,4185
2001,2,31,96,219,3286
2000,2,31,83,185,2767
1999,2,31,97,212,3223
1998,2,31,76,151,2879
1997,2,31,72,158,2038
1996,2,31,64,126,1898
1995,2,31,85,192,2272
1994,2,31,93,203,2144
1993,2,31,123,299,3232
2011,2,32,296,583,11933
2010,2,32,372,704,13464
2009,2,32,330,632,13012
2008,2,32,301,574,12591
2007,2,32,278,524,11749
2006,2,32,295,601,13263
2005,2,32,265,517,9728
2004,2,32,254,529,9351
2003,2,32,301,587,11591
2002,2,32,276,547,9170
2001,2,32,232,433,8988
2000,2,32,222,464,7784
1999,2,32,226,407,7510
1998,2,32,208,388,7072
1997,2,32,219,504,7670
1996,2,32,224,438,5858
1995,2,32,217,474,6078
1994,2,32,214,427,5925
1993,2,32,203,454,6054
2011,2,33,49,77,1670
2010,2,33,56,90,1580
2009,2,33,69,112,2322
2008,2,33,61,112,2772
2007,2,33,55,90,1658
2006,2,33,59,85,1927
2005,2,33,47,68,1221
2004,2,33,59,97,2110
2003,2,33,54,71,1434
2002,2,33,50,103,1551
2001,2,33,45,56,1662
2000,2,33,66,103,1954
1999,2,33,42,68,1049
1998,2,33,52,91,1381
1997,2,33,53,76,1338
1996,2,33,50,79,1129
1995,2,33,53,94,1486
1994,2,33,74,125,2069
1993,2,33,71,115,1278
2011,2,34,137,212,4933
2010,2,34,115,232,4448
2009,2,34,110,211,4416
2008,2,34,117,209,4482
2007,2,34,93,171,4000
2006,2,34,118,220,4070
2005,2,34,94,164,3402
2004,2,34,95,191,3541
2003,2,34,108,190,3608
2002,2,34,99,175,4562
2001,2,34,114,195,2714
2000,2,34,106,184,2836
1999,2,34,103,189,2535
1998,2,34,103,207,2970
1997,2,34,124,218,2989
1996,2,34,139,272,3639
1995,2,34,86,153,2122
1994,2,34,136,250,3821
1993,2,34,162,371,4007
2011,2,35,200,374,9464
2010,2,35,179,368,7754
2009,2,35,188,399,7607
2008,2,35,198,384,10369
2007,2,35,211,459,9080
2006,2,35,198,416,8227
2005,2,35,195,390,7192
2004,2,35,191,439,8319
2003,2,35,189,407,7211
2002,2,35,208,434,7560
2001,2,35,198,377,6229
2000,2,35,223,469,7457
1999,2,35,242,527,8314
1998,2,35,243,508,7355
1997,2,35,238,514,7117
1996,2,35,253,607,6691
1995,2,35,219,488,6076
1994,2,35,220,474,6125
1993,2,35,212,452,5473
2011,2,36,366,613,12255
2010,2,36,319,544,10754
2009,2,36,357,592,11439
2008,2,36,335,576,10906
2007,2,36,301,513,8663
2006,2,36,341,592,9298
2005,2,36,301,526,9469
2004,2,36,325,648,9192
2003,2,36,308,560,8687
2002,2,36,318,569,10345
2001,2,36,305,536,7215
2000,2,36,301,491,8156
1999,2,36,306,587,8791
1998,2,36,309,558,7832
1997,2,36,350,604,7797
1996,2,36,328,603,7545
1995,2,36,322,586,7648
1994,2,36,366,650,7369
1993,2,36,416,819,8588
2011,2,37,471,1016,17805
2010,2,37,386,840,13944
2009,2,37,466,1082,17348
2008,2,37,370,767,14934
2007,2,37,390,851,13203
2006,2,37,594,1344,19714
2005,2,37,350,869,12587
2004,2,37,336,783,10730
2003,2,37,356,800,12024
2002,2,37,425,1039,13235
2001,2,37,418,994,12990
2000,2,37,381,852,9986
1999,2,37,391,963,10287
1998,2,37,341,809,7896
1997,2,37,406,989,11440
1996,2,37,463,1153,10719
1995,2,37,415,1008,10377
1994,2,37,376,926,8251
1993,2,37,508,1281,10961
2011,2,38,96,186,4158
2010,2,38,83,169,3318
2009,2,38,107,223,4682
2008,2,38,78,185,3401
2007,2,38,85,197,3463
2006,2,38,111,217,3986
2005,2,38,89,189,3273
2004,2,38,79,164,2355
2003,2,38,104,241,3447
2002,2,38,82,163,3659
2001,2,38,91,180,3112
2000,2,38,89,202,3068
1999,2,38,97,215,2713
1998,2,38,90,186,2628
1997,2,38,97,198,2725
1996,2,38,104,226,2621
1995,2,38,97,213,2396
1994,2,38,105,220,2507
1993,2,38,100,188,2461
2011,2,39,269,481,10588
2010,2,39,290,529,10075
2009,2,39,295,527,11611
2008,2,39,282,482,9339
2007,2,39,295,541,9213
2006,2,39,278,476,9681
2005,2,39,253,445,8698
2004,2,39,236,419,6723
2003,2,39,223,389,7149
2002,2,39,232,413,7163
2001,2,39,236,444,8384
2000,2,39,214,372,6082
1999,2,39,225,411,6933
1998,2,39,187,348,4627
1997,2,39,261,488,6870
1996,2,39,211,386,5455
1995,2,39,226,393,5303
1994,2,39,258,487,5911
1993,2,39,278,475,6696
2011,2,40,269,604,12232
2010,2,40,274,649,11664
2009,2,40,239,532,11646
2008,2,40,300,733,15192
2007,2,40,235,578,9997
2006,2,40,236,549,9527
2005,2,40,213,476,9004
2004,2,40,202,434,6510
2003,2,40,228,513,8400
2002,2,40,300,714,11488
2001,2,40,255,621,11993
2000,2,40,222,476,7365
1999,2,40,239,538,6712
1998,2,40,230,534,6319
1997,2,40,229,563,6922
1996,2,40,203,542,5526
1995,2,40,252,555,7199
1994,2,40,260,594,6647
1993,2,40,338,832,8746
2011,2,41,810,1464,32738
2010,2,41,846,1539,29731
2009,2,41,724,1294,27173
2008,2,41,720,1214,28299
2007,2,41,688,1247,27497
2006,2,41,754,1388,24142
2005,2,41,717,1241,23665
2004,2,41,844,1502,26465
2003,2,41,738,1321,22400
2002,2,41,772,1392,21754
2001,2,41,733,1334,23150
2000,2,41,700,1319,20711
1999,2,41,734,1318,20275
1998,2,41,741,1380,20633
1997,2,41,787,1495,18833
1996,2,41,770,1525,20537
1995,2,41,855,1664,20209
1994,2,41,1018,2029,24798
1993,2,41,951,1875,21834
2011,2,42,274,437,10675
2010,2,42,240,374,7193
2009,2,42,266,460,10522
2008,2,42,256,461,9343
2007,2,42,237,374,9848
2006,2,42,231,400,6732
2005,2,42,199,321,6468
2004,2,42,220,361,6125
2003,2,42,254,416,7784
2002,2,42,224,382,6463
2001,2,42,219,368,5876
2000,2,42,188,318,5936
1999,2,42,231,355,5926
1998,2,42,214,360,5472
1997,2,42,219,370,5088
1996,2,42,221,372,5423
1995,2,42,217,342,4418
1994,2,42,238,391,5019
1993,2,42,280,468,6276
2011,2,44,18,34,779
2010,2,44,24,41,617
2009,2,44,25,45,995
2008,2,44,18,40,786
2007,2,44,17,33,729
2006,2,44,21,40,710
2005,2,44,20,35,763
2004,2,44,21,38,798
2003,2,44,28,55,1346
2002,2,44,30,53,887
2001,2,44,18,28,640
2000,2,44,21,32,704
1999,2,44,18,31,574
1998,2,44,10,14,195
1997,2,44,21,39,469
1996,2,44,23,33,602
1995,2,44,19,36,527
1994,2,44,19,41,706
1993,2,44,27,53,825
2011,2,45,213,442,8210
2010,2,45,185,431,6528
2009,2,45,222,490,8980
2008,2,45,189,446,7441
2007,2,45,174,414,6706
2006,2,45,186,391,6511
2005,2,45,136,332,4134
2004,2,45,142,315,4321
2003,2,45,166,381,5331
2002,2,45,144,326,4331
2001,2,45,146,322,4377
2000,2,45,134,303,3662
1999,2,45,144,322,3754
1998,2,45,144,325,3425
1997,2,45,135,293,3173
1996,2,45,138,360,3365
1995,2,45,144,328,3289
1994,2,45,128,281,2722
1993,2,45,194,501,4547
2011,2,46,96,171,3498
2010,2,46,96,198,4522
2009,2,46,99,220,4894
2008,2,46,77,131,2928
2007,2,46,95,191,3739
2006,2,46,95,174,2674
2005,2,46,94,178,3241
2004,2,46,94,197,3135
2003,2,46,89,190,3448
2002,2,46,79,177,3165
2001,2,46,80,181,2590
2000,2,46,96,233,2969
1999,2,46,74,142,2024
1998,2,46,93,229,2777
1997,2,46,104,216,2637
1996,2,46,77,183,2029
1995,2,46,77,172,1887
1994,2,46,69,149,2019
1993,2,46,92,214,2351
2011,2,47,225,468,8489
2010,2,47,247,564,9800
2009,2,47,192,398,8932
2008,2,47,213,453,8433
2007,2,47,160,295,5668
2006,2,47,164,345,5612
2005,2,47,152,315,5708
2004,2,47,169,338,5184
2003,2,47,188,371,6129
2002,2,47,190,423,6432
2001,2,47,174,356,5932
2000,2,47,146,300,4897
1999,2,47,178,423,4891
1998,2,47,174,383,5945
1997,2,47,154,310,4436
1996,2,47,170,404,5923
1995,2,47,139,321,3797
1994,2,47,135,285,3473
1993,2,47,224,549,6852
2011,2,48,1240,2636,63410
2010,2,48,1122,2506,56952
2009,2,48,1119,2443,68281
2008,2,48,1100,2370,61886
2007,2,48,1143,2459,58851
2006,2,48,1037,2178,44899
2005,2,48,932,2035,44257
2004,2,48,1036,2189,39761
2003,2,48,1016,2194,38686
2002,2,48,1004,2164,48734
2001,2,48,972,2122,43555
2000,2,48,830,1781,29913
1999,2,48,857,1924,32955
1998,2,48,886,1961,34562
1997,2,48,857,2002,29747
1996,2,48,907,2071,27452
1995,2,48,837,1946,28943
1994,2,48,932,2164,32951
1993,2,48,1106,2690,31922
2011,2,49,293,660,11919
2010,2,49,272,661,10890
2009,2,49,278,599,12732
2008,2,49,237,518,11174
2007,2,49,238,505,10210
2006,2,49,276,656,10333
2005,2,49,246,520,8996
2004,2,49,281,622,9339
2003,2,49,281,618,11336
2002,2,49,233,512,8979
2001,2,49,221,494,8022
2000,2,49,218,465,7144
1999,2,49,203,436,6667
1998,2,49,189,415,5052
1997,2,49,197,426,6718
1996,2,49,225,552,7072
1995,2,49,209,495,6741
1994,2,49,188,423,5105
1993,2,49,196,463,4957
2011,2,50,51,77,1966
2010,2,50,44,73,1452
2009,2,50,48,69,1706
2008,2,50,50,63,1663
2007,2,50,44,74,1283
2006,2,50,39,59,948
2005,2,50,40,52,1957
2004,2,50,34,56,1123
2003,2,50,37,49,950
2002,2,50,25,37,703
2001,2,50,31,52,895
2000,2,50,47,75,1181
1999,2,50,41,71,1623
1998,2,50,23,35,602
1997,2,50,44,72,1048
1996,2,50,42,70,1020
1995,2,50,46,81,1083
1994,2,50,37,67,1074
1993,2,50,59,103,1223
2011,2,51,406,940,19598
2010,2,51,392,876,16736
2009,2,51,369,827,18242
2008,2,51,435,973,21399
2007,2,51,330,745,14979
2006,2,51,325,698,12782
2005,2,51,307,675,12896
2004,2,51,313,685,11939
2003,2,51,312,669,12615
2002,2,51,249,497,9327
2001,2,51,279,632,10367
2000,2,51,311,714,12372
1999,2,51,264,611,8606
1998,2,51,288,657,11305
1997,2,51,303,689,9357
1996,2,51,343,753,11018
1995,2,51,323,710,10344
1994,2,51,320,745,8319
1993,2,51,395,911,11267
2011,2,53,1550,2817,63378
2010,2,53,1593,2858,56867
2009,2,53,1510,2680,60723
2008,2,53,1388,2525,56853
2007,2,53,1400,2547,54703
2006,2,53,1588,2949,61174
2005,2,53,1515,2757,53925
2004,2,53,1625,3019,57019
2003,2,53,1575,2942,53390
2002,2,53,1600,3073,54081
2001,2,53,1429,2692,53272
2000,2,53,1486,2828,40891
1999,2,53,1652,3168,54578
1998,2,53,1621,3028,56496
1997,2,53,1716,3175,49733
1996,2,53,1821,3524,51560
1995,2,53,1862,3562,54659
1994,2,53,1962,3790,55730
1993,2,53,1973,3863,53736
2011,2,54,51,99,2164
2010,2,54,49,84,2240
2009,2,54,54,94,2245
2008,2,54,41,71,1292
2007,2,54,44,88,1465
2006,2,54,46,80,1452
2005,2,54,45,78,1328
2004,2,54,49,69,1361
2003,2,54,46,88,1356
2002,2,54,27,51,1186
2001,2,54,47,87,1113
2000,2,54,28,60,1048
1999,2,54,35,54,631
1998,2,54,27,47,532
1997,2,54,29,68,875
1996,2,54,37,82,987
1995,2,54,51,103,1093
1994,2,54,43,82,586
1993,2,54,45,86,913
2011,2,55,258,424,9809
